ID	ORDER_ID	PRODUCT_ID	QUANTITY_CHANGE	DELETED_AT	_LOADED_AT
1	cb73b236d056c1fbd97e40af947c7c2a	2a9c26508842a88fce3cf58735b8699b	18	(null)	2022-01-09 21:51:51
2	0d0d019021133555861d2163d922cd71	2a9c26508842a88fce3cf58735b8699b	28	(null)	2022-01-09 21:51:51
3	143a42b3090d51d0f4ccfed468b6e313	2a9c26508842a88fce3cf58735b8699b	23	(null)	2022-01-09 21:51:51
4	cf2032380e095e914a45b9f3bf513c32	2a9c26508842a88fce3cf58735b8699b	22	(null)	2022-01-09 21:51:51
5	31521772493f0996938fce7bfd02d368	2a9c26508842a88fce3cf58735b8699b	21	(null)	2022-01-09 21:51:51
6	a690d0d5058d56b22d3eb84fd67d2d62	2a9c26508842a88fce3cf58735b8699b	20	(null)	2022-01-09 21:51:51
7	80db5c0053ad4c1f34d494ac51e803eb	2a9c26508842a88fce3cf58735b8699b	25	(null)	2022-01-09 21:51:51
8	1d708b066ab46c20a70bb46de461bb26	2a9c26508842a88fce3cf58735b8699b	23	(null)	2022-01-09 21:51:51
9	71418cfbfc9f6af843062a3f02163787	2a9c26508842a88fce3cf58735b8699b	10	(null)	2022-01-09 21:51:51
10	ce4934e776797509ce6f97a65959f890	2a9c26508842a88fce3cf58735b8699b	29	(null)	2022-01-09 21:51:51
11	4775aea3c366aa149f7acd11afd3cd7b	2a9c26508842a88fce3cf58735b8699b	19	(null)	2022-01-09 21:51:51
12	ee29eacb40e3b7f30c66587d7238ad14	2a9c26508842a88fce3cf58735b8699b	14	(null)	2022-01-09 21:51:51
13	62433aa133f9de51b3ac11e160026a19	2a9c26508842a88fce3cf58735b8699b	29	(null)	2022-01-09 21:51:51
14	92bddc926d90986f39b375da271ae467	2a9c26508842a88fce3cf58735b8699b	21	(null)	2022-01-09 21:51:51
15	b964cbc9a5f8df70ce90ac00e255766a	2a9c26508842a88fce3cf58735b8699b	22	(null)	2022-01-09 21:51:51
16	7726970496df1a1147ced5a39bdb5d90	2a9c26508842a88fce3cf58735b8699b	19	(null)	2022-01-09 21:51:51
17	7f619fc5014ddfae62f261b21dbe1676	2a9c26508842a88fce3cf58735b8699b	27	(null)	2022-01-09 21:51:51
18	95e3a72f90b8da909a515bda733979b5	2a9c26508842a88fce3cf58735b8699b	18	(null)	2022-01-09 21:51:51
19	926d5cc3fdd33f96f232f7e3facc798c	2a9c26508842a88fce3cf58735b8699b	18	(null)	2022-01-09 21:51:51
20	0ae902279e39f694055436573549b88f	2a9c26508842a88fce3cf58735b8699b	21	(null)	2022-01-09 21:51:51
21	4a636bb4dce18116971d507e1cb3dbd5	2a9c26508842a88fce3cf58735b8699b	22	(null)	2022-01-09 21:51:51
22	ac0fb413f73d2c496ed278cc57364985	2a9c26508842a88fce3cf58735b8699b	11	(null)	2022-01-09 21:51:51
23	73ffd6461f41a320c16423a45fdad09d	2a9c26508842a88fce3cf58735b8699b	22	(null)	2022-01-09 21:51:51
24	fc32f8559b8f492482bd61fdbd2df9f2	2a9c26508842a88fce3cf58735b8699b	10	(null)	2022-01-09 21:51:51
25	91a201401ef9d950ef11d0ec022735d8	2a9c26508842a88fce3cf58735b8699b	22	(null)	2022-01-09 21:51:51
26	cff1b21e64cead17b2d4f598452221e7	2a9c26508842a88fce3cf58735b8699b	14	(null)	2022-01-09 21:51:51
27	711e3cedc52eaf35941665ddbf08c4c0	2a9c26508842a88fce3cf58735b8699b	26	(null)	2022-01-09 21:51:51
28	3b8f2f3243fb686a7b76c2ce431b4326	2a9c26508842a88fce3cf58735b8699b	30	(null)	2022-01-09 21:51:51
29	aacf75a5cd165f2aa5fd53226c8ebf40	2a9c26508842a88fce3cf58735b8699b	16	(null)	2022-01-09 21:51:51
30	49521fb6dfb98e9ed65c712859d0336e	2a9c26508842a88fce3cf58735b8699b	23	(null)	2022-01-09 21:51:51
31	b17693810b56b87826bb836ee6cd1613	2a9c26508842a88fce3cf58735b8699b	23	(null)	2022-01-09 21:51:51
32	b07d117720ffecb5d85310303fb5c596	2a9c26508842a88fce3cf58735b8699b	21	(null)	2022-01-09 21:51:51
33	854846a682b98556b73efafdd1794f9c	2a9c26508842a88fce3cf58735b8699b	27	(null)	2022-01-09 21:51:51
34	bed652c2d96d854f080502ed5c6d7696	2a9c26508842a88fce3cf58735b8699b	15	(null)	2022-01-09 21:51:51
35	57cb215a71b0ae0ad9feeb5db928a51b	2a9c26508842a88fce3cf58735b8699b	12	(null)	2022-01-09 21:51:51
36	49679869bc8f8f9977238b7e2954f63c	2a9c26508842a88fce3cf58735b8699b	30	(null)	2022-01-09 21:51:51
37	319ed594964c35ed4a4c6a975c581f21	2a9c26508842a88fce3cf58735b8699b	11	(null)	2022-01-09 21:51:51
38	95ead7151cf7e161f3e35d355b4b8f94	2a9c26508842a88fce3cf58735b8699b	13	(null)	2022-01-09 21:51:51
39	3effb020a53ee3ca8a86ecb833d520a0	2a9c26508842a88fce3cf58735b8699b	25	(null)	2022-01-09 21:51:51
40	cf5d72d17c5e6ef96f475448757cddbf	2a9c26508842a88fce3cf58735b8699b	13	(null)	2022-01-09 21:51:51
41	9c0b0b63a2d763350e8ea11ce252ae60	2a9c26508842a88fce3cf58735b8699b	10	(null)	2022-01-09 21:51:51
42	59bc04e987773a525d0e8b0c62c390a7	2a9c26508842a88fce3cf58735b8699b	25	(null)	2022-01-09 21:51:51
43	a81cac0f31ddd131675680855f44a8f9	2a9c26508842a88fce3cf58735b8699b	16	(null)	2022-01-09 21:51:51
44	e591ff920c981d85eb54869ae19b57d3	2a9c26508842a88fce3cf58735b8699b	24	(null)	2022-01-09 21:51:51
45	060e2b8021d936170e1d723abc1fcc04	2a9c26508842a88fce3cf58735b8699b	18	(null)	2022-01-09 21:51:51
46	a70ba77fe65b0a0936042d521722c151	2a9c26508842a88fce3cf58735b8699b	17	(null)	2022-01-09 21:51:51
47	200cb8292d1799f3a50896544e2ac997	2a9c26508842a88fce3cf58735b8699b	17	(null)	2022-01-09 21:51:51
48	ed46027b1f9acc735bf85b518097cd68	2a9c26508842a88fce3cf58735b8699b	14	(null)	2022-01-09 21:51:51
49	74e240866364295779e71ceea46c147e	2a9c26508842a88fce3cf58735b8699b	18	(null)	2022-01-09 21:51:51
50	91f1256ca2f9875e5de902e6ac951dfa	2a9c26508842a88fce3cf58735b8699b	25	(null)	2022-01-09 21:51:51
51	bfbb3365ea51e2de16019cd5e77f4298	2a9c26508842a88fce3cf58735b8699b	13	(null)	2022-01-09 21:51:51
52	b843b90d26bb3eee9c50194c372f00c0	2a9c26508842a88fce3cf58735b8699b	21	(null)	2022-01-09 21:51:51
53	595cda35a350ed123e92b6a93c547148	2a9c26508842a88fce3cf58735b8699b	18	(null)	2022-01-09 21:51:51
54	1fe6ba8a79f90e0f464e3631f8ee4078	2a9c26508842a88fce3cf58735b8699b	26	(null)	2022-01-09 21:51:51
55	d23134ecffaaa30da88910501f08452e	2a9c26508842a88fce3cf58735b8699b	26	(null)	2022-01-09 21:51:51
56	8c8ce5cc8a53a475fae8b8d6a9dc06c8	2a9c26508842a88fce3cf58735b8699b	15	(null)	2022-01-09 21:51:51
57	6e2e777fb88d68440f9c39b3a92b0b19	2a9c26508842a88fce3cf58735b8699b	23	(null)	2022-01-09 21:51:51
58	12dde4c85c6b99bcb8968e1ad5e5fdae	2a9c26508842a88fce3cf58735b8699b	15	(null)	2022-01-09 21:51:51
59	e9f6d0abc1414c1127ee122ee1a8aa96	2a9c26508842a88fce3cf58735b8699b	12	(null)	2022-01-09 21:51:51
60	7753a9dd9d905dcb240b246f6fa5d039	2a9c26508842a88fce3cf58735b8699b	13	(null)	2022-01-09 21:51:51
61	77c468d46fc6ba30865b6dcc0d132496	2a9c26508842a88fce3cf58735b8699b	28	(null)	2022-01-09 21:51:51
62	cdf75288d07010144f475ed4a3dd4101	2a9c26508842a88fce3cf58735b8699b	12	(null)	2022-01-09 21:51:51
63	2961533a952d3aca7fad53efb944cf32	2a9c26508842a88fce3cf58735b8699b	18	(null)	2022-01-09 21:51:51
64	a5828ad02c41de13b9ebc1771b60afc7	2a9c26508842a88fce3cf58735b8699b	28	(null)	2022-01-09 21:51:51
65	3da7da4eaa0391203113b00df339e47a	2a9c26508842a88fce3cf58735b8699b	11	(null)	2022-01-09 21:51:51
66	d074071b15806653a176eb143da39e68	2a9c26508842a88fce3cf58735b8699b	28	(null)	2022-01-09 21:51:51
67	a7d2cb71c22eda9c222fcb333768a0ee	2a9c26508842a88fce3cf58735b8699b	21	(null)	2022-01-09 21:51:51
68	2dc1a84837d45e51399e4cc36dc4dd64	2a9c26508842a88fce3cf58735b8699b	14	(null)	2022-01-09 21:51:51
69	26326d6b00bc70060309de8282891660	2a9c26508842a88fce3cf58735b8699b	27	(null)	2022-01-09 21:51:51
70	19e6b8cdb1dfa20c1b3699b572c8be66	2a9c26508842a88fce3cf58735b8699b	23	(null)	2022-01-09 21:51:51
71	f235cc78cf4f9687c462abcd257e156a	2a9c26508842a88fce3cf58735b8699b	21	(null)	2022-01-09 21:51:51
72	d6fe164ee344380421be6639d1b46214	2a9c26508842a88fce3cf58735b8699b	16	(null)	2022-01-09 21:51:51
73	68ae075f920c630f3c593103119a9406	2a9c26508842a88fce3cf58735b8699b	16	(null)	2022-01-09 21:51:51
74	1f6d670c2ed9809b914074e8e00a62e6	2a9c26508842a88fce3cf58735b8699b	17	(null)	2022-01-09 21:51:51
75	2b817a486805635a1febe0c34cf62742	2a9c26508842a88fce3cf58735b8699b	17	(null)	2022-01-09 21:51:51
76	d7833e06d90206f373dbd5ad88900593	2a9c26508842a88fce3cf58735b8699b	17	(null)	2022-01-09 21:51:51
77	098a7313ab201fbeb348878406fc1ad9	2a9c26508842a88fce3cf58735b8699b	16	(null)	2022-01-09 21:51:51
78	6bc6fad00e1d2d265a476a5812634c2a	2a9c26508842a88fce3cf58735b8699b	22	(null)	2022-01-09 21:51:51
79	26d7bd4f8ac45834503f8a722d7bade5	2a9c26508842a88fce3cf58735b8699b	16	(null)	2022-01-09 21:51:51
80	a9b9e3d74316c323b7cf144274e6f9d0	2a9c26508842a88fce3cf58735b8699b	12	(null)	2022-01-09 21:51:51
81	439e2f97cf991c972b608fb3ecfd1da2	2a9c26508842a88fce3cf58735b8699b	28	(null)	2022-01-09 21:51:51
82	96a3607b1c16e4182bc2b946bd102364	2a9c26508842a88fce3cf58735b8699b	22	(null)	2022-01-09 21:51:51
83	d475f0d51f14ce8a941a03c56ae3521d	2a9c26508842a88fce3cf58735b8699b	30	(null)	2022-01-09 21:51:51
84	2a7b40eab24952f82070ad0e6b1869d2	2a9c26508842a88fce3cf58735b8699b	21	(null)	2022-01-09 21:51:51
85	5f372521deaf5faf63b5412039f144c6	2a9c26508842a88fce3cf58735b8699b	17	(null)	2022-01-09 21:51:51
86	4e5496a7fdd9acaa89d5a028614846a9	2a9c26508842a88fce3cf58735b8699b	14	(null)	2022-01-09 21:51:51
87	4fc30126576f5f4d2be1f27ffd33aad3	2a9c26508842a88fce3cf58735b8699b	19	(null)	2022-01-09 21:51:51
88	2c98c1c29d408d7f3abb167ff43abdc2	2a9c26508842a88fce3cf58735b8699b	18	(null)	2022-01-09 21:51:51
89	d899de69b652ab94b4aa2769a1fbc7e1	2a9c26508842a88fce3cf58735b8699b	18	(null)	2022-01-09 21:51:51
90	11793565014d156cacc9e8b25563603b	2a9c26508842a88fce3cf58735b8699b	23	(null)	2022-01-09 21:51:51
91	79b114b7dc8eb30bae7acd6c8b2800e8	2a9c26508842a88fce3cf58735b8699b	24	(null)	2022-01-09 21:51:51
92	ff145c1dcf0ee25f3cf450aad74d8793	2a9c26508842a88fce3cf58735b8699b	10	(null)	2022-01-09 21:51:51
93	f687501ddb35cc8900c5b4e9cdf5a0c7	2a9c26508842a88fce3cf58735b8699b	22	(null)	2022-01-09 21:51:51
94	9a4cc3ca41b7a5d55f53ae0383f267a2	2a9c26508842a88fce3cf58735b8699b	20	(null)	2022-01-09 21:51:51
95	497d0440c33eefc9db86f2cd50f8a72a	2a9c26508842a88fce3cf58735b8699b	14	(null)	2022-01-09 21:51:51
96	58fc679e949406db638b9ead5751ed81	2a9c26508842a88fce3cf58735b8699b	15	(null)	2022-01-09 21:51:51
97	236218ea1bc25d9dda01e10f6b8965b8	2a9c26508842a88fce3cf58735b8699b	14	(null)	2022-01-09 21:51:51
98	dae914e0c434088be409d5125610e971	2a9c26508842a88fce3cf58735b8699b	14	(null)	2022-01-09 21:51:51
